participantID,BlockType, randColour, randOri, randSize, TestCondition, Response, trialResult, RT(ms) ,
CN20160608,5,1,1,2,1,1,1,427, 
CN20160608,5,1,2,1,2,2,1,587, 
CN20160608,5,2,2,1,2,2,1,693, 
CN20160608,5,2,1,2,2,1,1,427, 
CN20160608,5,1,1,2,2,1,1,13, 
CN20160608,5,2,2,2,1,2,1,347, 
CN20160608,5,2,2,2,1,1,0,467, 
CN20160608,5,1,1,1,2,2,0,333, 
CN20160608,5,1,2,2,2,2,1,400, 
CN20160608,5,2,2,1,1,2,1,280, 
CN20160608,5,2,2,2,1,2,1,1040, 
CN20160608,5,1,2,2,2,2,1,347, 
CN20160608,5,2,2,2,1,2,1,453, 
CN20160608,6,1,1,2,1,1,1,440, 
CN20160608,6,1,1,2,3,1,0,507, 
CN20160608,6,2,1,2,1,1,0,480, 
CN20160608,6,1,2,2,3,2,1,467, 
CN20160608,6,1,1,2,1,1,1,413, 
CN20160608,6,1,1,1,1,1,1,413, 
CN20160608,6,2,2,2,1,2,1,360, 
CN20160608,6,2,2,1,1,2,1,613, 
CN20160608,6,1,2,1,3,2,0,533, 
CN20160608,6,1,1,2,1,1,1,413, 
CN20160608,6,1,1,2,3,2,1,507, 
CN20160608,6,1,1,1,1,1,1,440, 
CN20160608,6,1,1,2,3,2,1,520, 
CN20160608,6,2,1,2,3,1,0,480, 
CN20160608,6,1,2,2,1,1,1,480, 
CN20160608,6,1,2,1,3,1,1,480, 
CN20160608,6,2,2,2,3,2,1,680, 
CN20160608,6,1,1,2,3,2,1,507, 
CN20160608,6,1,1,2,1,1,1,666, 
CN20160608,6,1,1,1,1,1,1,413, 
CN20160608,6,2,1,1,1,2,1,453, 
CN20160608,6,2,1,1,1,2,1,413, 
CN20160608,6,1,2,1,3,1,1,427, 
CN20160608,6,2,1,1,3,1,1,480, 
CN20160608,6,2,1,2,3,2,1,480, 
CN20160608,6,1,2,2,1,1,1,427, 
CN20160608,6,2,1,1,3,1,1,453, 
CN20160608,6,1,2,2,1,1,1,427, 
CN20160608,6,1,1,1,1,1,1,746, 
CN20160608,6,1,1,2,3,2,1,520, 
CN20160608,6,2,2,1,1,1,0,867, 
CN20160608,6,1,1,2,1,1,1,427, 
CN20160608,6,2,2,2,1,2,1,347, 
CN20160608,6,2,2,1,3,1,1,587, 
CN20160608,6,1,2,2,1,1,1,880, 
CN20160608,6,2,1,1,3,2,0,666, 
CN20160608,6,2,1,2,1,2,1,520, 
CN20160608,6,2,1,2,3,2,1,680, 
CN20160608,6,2,1,1,3,2,0,560, 
CN20160608,6,1,1,2,3,2,1,680, 
CN20160608,6,2,1,1,1,2,1,507, 
CN20160608,6,2,2,1,3,1,1,533, 
CN20160608,6,2,1,2,3,2,1,533, 
CN20160608,6,1,2,2,1,1,1,680, 
CN20160608,6,2,2,2,3,2,1,493, 
CN20160608,6,2,2,1,1,2,1,13, 
CN20160608,6,1,2,1,3,2,0,947, 
CN20160608,6,1,2,1,3,2,0,600, 
CN20160608,6,1,1,1,3,2,0,680, 
CN20160608,6,1,1,1,3,1,1,387, 
CN20160608,6,1,2,1,1,2,0,333, 
CN20160608,6,1,2,1,1,1,1,440, 
CN20160608,6,1,2,2,1,1,1,453, 
CN20160608,6,2,2,1,1,2,1,467, 
CN20160608,6,1,2,2,1,1,1,387, 
CN20160608,6,2,1,2,1,2,1,440, 
CN20160608,6,1,1,1,3,1,1,387, 
CN20160608,6,1,1,1,1,1,1,373, 
CN20160608,6,1,1,2,3,2,1,440, 
CN20160608,6,1,2,2,3,2,1,467, 
CN20160608,6,2,2,1,3,1,1,333, 
CN20160608,6,1,2,1,1,1,1,400, 
CN20160608,6,2,2,2,1,2,1,387, 
CN20160608,6,1,2,2,3,1,0,467, 
CN20160608,6,2,2,1,3,1,1,360, 
CN20160608,6,2,1,2,3,2,1,613, 
CN20160608,6,2,1,1,3,1,1,507, 
CN20160608,6,2,2,2,3,1,0,546, 
CN20160608,6,1,1,1,3,1,1,453, 
CN20160608,6,2,1,1,1,2,1,613, 
CN20160608,6,2,2,1,1,2,1,360, 
CN20160608,6,2,1,2,3,2,1,587, 
CN20160608,6,2,2,2,1,2,1,467, 
CN20160608,6,2,1,2,1,2,1,373, 
CN20160608,6,1,1,1,1,1,1,360, 
CN20160608,6,1,1,2,1,1,1,466, 
CN20160608,6,2,2,1,3,2,0,906, 
CN20160608,6,2,1,1,1,1,0,373, 
CN20160608,6,1,2,1,3,1,1,653, 
CN20160608,6,1,2,1,1,1,1,453, 
CN20160608,6,1,1,1,3,1,1,773, 
CN20160608,6,2,1,2,1,2,1,640, 
CN20160608,6,1,2,2,1,1,1,467, 
CN20160608,6,1,2,1,1,1,1,440, 
CN20160608,6,2,1,1,1,2,1,627, 
CN20160608,6,1,2,2,1,1,1,293, 
CN20160608,6,2,2,1,3,1,1,880, 
CN20160608,6,1,1,2,1,1,1,613, 
CN20160608,6,2,2,1,1,2,1,466, 
CN20160608,6,2,1,2,1,2,1,453, 
CN20160608,6,1,1,2,3,1,0,507, 
CN20160608,6,2,1,1,1,2,1,440, 
CN20160608,6,2,1,2,1,2,1,347, 
CN20160608,6,1,2,1,1,1,1,360, 
CN20160608,6,1,2,1,3,1,1,826, 
CN20160608,6,1,2,2,1,1,1,440, 
CN20160608,6,2,2,1,1,2,1,360, 
CN20160608,6,2,2,1,3,2,0,653, 
CN20160608,6,2,1,2,3,2,1,653, 
CN20160608,6,2,1,2,1,2,1,453, 
CN20160608,6,2,2,2,1,2,1,440, 
CN20160608,6,2,2,2,3,2,1,320, 
CN20160608,6,1,1,1,1,1,1,373, 
CN20160608,6,1,1,2,1,1,1,533, 
CN20160608,6,2,1,1,3,2,0,693, 
CN20160608,6,2,2,1,3,1,1,413, 
CN20160608,6,1,1,2,1,1,1,573, 
CN20160608,6,1,1,1,3,1,1,600, 
CN20160608,6,2,2,2,3,2,1,427, 
CN20160608,6,1,1,2,1,1,1,480, 
CN20160608,6,2,1,1,3,1,1,640, 
CN20160608,6,2,2,2,1,1,0,627, 
CN20160608,6,2,2,1,3,1,1,573, 
CN20160608,6,2,1,1,3,1,1,586, 
CN20160608,6,2,2,2,3,2,1,400, 
CN20160608,6,2,1,1,3,1,1,466, 
CN20160608,6,1,2,1,3,1,1,626, 
CN20160608,6,1,2,1,1,1,1,373, 
CN20160608,6,2,2,2,3,2,1,333, 
CN20160608,6,1,1,1,1,1,1,747, 
CN20160608,6,1,2,1,3,1,1,746, 
CN20160608,6,1,2,2,3,1,0,613, 
CN20160608,6,2,2,2,3,2,1,347, 
CN20160608,6,1,2,1,1,1,1,853, 
CN20160608,6,1,2,1,1,1,1,507, 
CN20160608,6,1,2,1,3,1,1,653, 
CN20160608,6,2,2,1,1,2,1,547, 
CN20160608,6,2,1,1,3,2,0,467, 
CN20160608,6,1,1,2,3,1,0,400, 
CN20160608,6,1,2,1,1,1,1,653, 
CN20160608,6,1,1,1,1,1,1,507, 
CN20160608,6,1,2,2,3,1,0,706, 
CN20160608,6,2,2,1,1,2,1,453, 
CN20160608,6,1,1,1,3,1,1,653, 
CN20160608,6,1,1,1,1,1,1,413, 
CN20160608,6,1,2,2,1,1,1,480, 
CN20160608,6,2,1,1,3,2,0,773, 
CN20160608,6,2,2,1,3,1,1,453, 
CN20160608,6,2,1,2,3,1,0,1013, 
CN20160608,6,1,2,2,3,2,1,387, 
CN20160608,6,2,1,1,1,2,1,653, 
CN20160608,6,1,2,2,3,2,1,773, 
CN20160608,6,1,1,2,3,2,1,680, 
CN20160608,6,1,1,1,3,2,0,760, 
CN20160608,6,2,2,2,1,2,1,507, 
CN20160608,6,2,1,2,1,2,1,587, 
CN20160608,6,2,2,1,1,2,1,973, 
CN20160608,6,1,2,2,1,1,1,520, 
CN20160608,6,2,2,2,1,2,1,427, 
CN20160608,6,2,1,1,1,2,1,453, 
CN20160608,6,2,1,2,3,2,1,533, 
CN20160608,6,2,2,1,3,2,0,600, 
CN20160608,6,2,2,2,3,2,1,400, 
CN20160608,6,1,2,1,3,1,1,453, 
CN20160608,6,2,1,1,1,1,0,267, 
CN20160608,6,1,1,2,1,2,0,573, 
CN20160608,6,1,1,1,3,1,1,587, 
CN20160608,6,1,1,2,3,2,1,586, 
CN20160608,6,2,2,1,1,2,1,493, 
CN20160608,6,1,2,1,3,1,1,1600, 
CN20160608,6,2,2,1,1,2,1,666, 
CN20160608,6,2,2,1,3,1,1,653, 
CN20160608,6,2,2,2,3,2,1,387, 
CN20160608,6,1,1,1,1,1,1,413, 
CN20160608,6,2,1,1,3,1,1,653, 
CN20160608,6,1,2,2,3,2,1,506, 
CN20160608,6,2,2,2,3,2,1,720, 
CN20160608,6,1,2,1,1,1,1,467, 
CN20160608,6,1,2,2,3,1,0,440, 
CN20160608,6,2,2,2,1,2,1,387, 
CN20160608,6,1,1,2,3,2,1,640, 
CN20160608,6,2,2,2,1,2,1,373, 
CN20160608,6,2,1,1,1,1,0,400, 
CN20160608,6,1,1,1,3,2,0,40, 
CN20160608,6,1,1,1,3,2,0,413, 
CN20160608,6,2,1,2,3,2,1,440, 
CN20160608,6,2,1,2,1,2,1,520, 
CN20160608,6,1,1,2,1,1,1,320, 
CN20160608,6,2,2,2,3,2,1,413, 
CN20160608,6,1,2,1,1,1,1,267, 
CN20160608,6,2,1,1,1,2,1,387, 
CN20160608,6,2,2,2,1,2,1,453, 
CN20160608,6,1,2,2,3,1,0,560, 
CN20160608,6,1,1,1,1,1,1,680, 
CN20160608,6,2,1,2,1,2,1,560, 
CN20160608,6,1,2,2,3,1,0,387, 
CN20160608,6,2,1,2,3,2,1,467, 
CN20160608,6,2,1,2,1,2,1,706, 
CN20160608,6,1,1,1,3,1,1,587, 
CN20160608,6,2,2,2,1,2,1,240, 
CN20160608,6,2,1,2,3,1,0,653, 
CN20160608,6,1,2,2,3,2,1,453, 
CN20160608,2,2,1,2,2,1,1,387, 
CN20160608,2,2,2,1,2,2,1,493, 
CN20160608,2,1,1,1,2,1,1,387, 
CN20160608,2,2,1,1,2,1,1,453, 
CN20160608,2,1,2,2,2,1,0,373, 
CN20160608,2,2,1,1,2,1,1,293, 
CN20160608,2,2,1,2,2,2,0,440, 
CN20160608,2,2,2,2,2,2,1,573, 
CN20160608,2,1,1,2,2,2,0,667, 
CN20160608,2,1,2,2,2,2,1,573, 
CN20160608,2,1,2,1,2,2,1,640, 
CN20160608,2,2,2,1,2,2,1,467, 
CN20160608,2,1,1,1,2,1,1,93, 
CN20160608,2,1,2,1,2,2,1,347, 
CN20160608,2,1,2,2,2,2,1,480, 
CN20160608,2,1,2,1,2,2,1,360, 
CN20160608,2,1,1,2,2,1,1,373, 
CN20160608,2,2,1,2,2,1,1,413, 
CN20160608,2,2,1,2,2,1,1,853, 
CN20160608,2,2,2,2,2,2,1,520, 
CN20160608,2,2,2,1,2,1,0,653, 
CN20160608,2,1,2,1,2,2,1,573, 
CN20160608,2,2,2,1,2,2,1,480, 
CN20160608,2,1,1,1,2,1,1,400, 
CN20160608,2,2,1,1,2,1,1,586, 
CN20160608,2,2,1,1,2,2,0,707, 
CN20160608,2,1,1,2,2,1,1,387, 
CN20160608,2,1,1,2,2,1,1,440, 
CN20160608,2,2,2,2,2,2,1,360, 
CN20160608,2,2,1,2,2,1,1,427, 
CN20160608,2,2,2,2,2,2,1,453, 
CN20160608,2,1,2,2,2,2,1,560, 
CN20160608,2,2,1,1,2,2,0,467, 
CN20160608,2,2,1,2,2,2,0,546, 
CN20160608,2,2,1,2,2,1,1,600, 
CN20160608,2,1,1,1,2,1,1,760, 
CN20160608,2,1,1,2,2,1,1,533, 
CN20160608,2,2,2,1,2,2,1,400, 
CN20160608,2,1,1,2,2,1,1,347, 
CN20160608,2,2,2,2,2,2,1,320, 
CN20160608,2,2,1,2,2,2,0,573, 
CN20160608,2,2,2,2,2,2,1,493, 
CN20160608,2,2,1,2,2,2,0,453, 
CN20160608,2,2,1,2,2,1,1,467, 
CN20160608,2,2,2,2,2,2,1,320, 
CN20160608,2,1,1,1,2,1,1,427, 
CN20160608,2,1,1,1,2,2,0,733, 
CN20160608,2,2,1,1,2,1,1,453, 
CN20160608,2,1,2,2,2,2,1,280, 
CN20160608,2,2,2,2,2,2,1,360, 
CN20160608,2,1,2,1,2,2,1,360, 
CN20160608,2,1,2,1,2,2,1,573, 
CN20160608,2,1,2,1,2,1,0,413, 
CN20160608,2,1,2,2,2,2,1,280, 
CN20160608,2,1,1,2,2,2,0,560, 
CN20160608,2,1,2,2,2,2,1,227, 
CN20160608,2,2,1,1,2,1,1,480, 
CN20160608,2,2,2,1,2,2,1,280, 
CN20160608,2,2,2,1,2,2,1,240, 
CN20160608,2,1,1,1,2,1,1,293, 
CN20160608,2,2,1,1,2,1,1,507, 
CN20160608,2,2,2,1,2,2,1,267, 
CN20160608,2,1,2,1,2,1,0,480, 
CN20160608,2,2,2,1,2,1,0,467, 
CN20160608,2,2,1,1,2,1,1,467, 
CN20160608,2,1,1,1,2,1,1,453, 
CN20160608,2,1,1,2,2,1,1,360, 
CN20160608,2,2,2,2,2,2,1,293, 
CN20160608,2,2,1,1,2,1,1,373, 
CN20160608,2,1,2,2,2,2,1,360, 
CN20160608,2,1,1,1,2,1,1,520, 
CN20160608,2,2,2,2,2,2,1,293, 
CN20160608,2,1,1,2,2,1,1,400, 
CN20160608,2,1,1,2,2,1,1,466, 
CN20160608,2,2,1,1,2,2,0,533, 
CN20160608,2,1,2,2,2,1,0,480, 
CN20160608,2,2,2,2,2,2,1,293, 
CN20160608,2,1,2,2,2,2,1,360, 
CN20160608,2,1,2,2,2,2,1,413, 
CN20160608,2,1,1,1,2,2,0,480, 
CN20160608,2,2,1,2,2,1,1,373, 
CN20160608,2,2,2,2,2,2,1,320, 
CN20160608,2,1,1,1,2,1,1,440, 
CN20160608,2,2,2,1,2,2,1,427, 
CN20160608,2,1,1,2,2,1,1,333, 
CN20160608,2,1,2,1,2,2,1,386, 
CN20160608,2,1,2,1,2,2,1,480, 
CN20160608,2,2,2,1,2,2,1,520, 
CN20160608,2,1,2,1,2,2,1,586, 
CN20160608,2,1,1,1,2,2,0,427, 
CN20160608,2,1,1,2,2,1,1,373, 
CN20160608,2,2,2,1,2,2,1,587, 
CN20160608,2,2,1,1,2,1,1,373, 
CN20160608,2,1,2,2,2,2,1,173, 
CN20160608,2,2,1,2,2,1,1,786, 
CN20160608,2,1,2,1,2,2,1,240, 
CN20160608,1,2,2,2,1,2,1,333, 
CN20160608,1,2,2,1,1,2,1,267, 
CN20160608,1,2,2,2,1,2,1,267, 
CN20160608,1,2,2,2,1,2,1,347, 
CN20160608,1,1,2,2,1,1,1,13, 
CN20160608,1,2,1,2,1,2,1,253, 
CN20160608,1,1,2,2,1,1,1,280, 
CN20160608,1,2,1,1,1,2,1,267, 
CN20160608,1,2,1,1,1,2,1,307, 
CN20160608,1,1,1,1,1,1,1,240, 
CN20160608,1,2,2,1,1,2,1,267, 
CN20160608,1,1,1,2,1,1,1,293, 
CN20160608,1,1,1,2,1,1,1,320, 
CN20160608,1,1,1,1,1,1,1,387, 
CN20160608,1,2,1,1,1,2,1,280, 
CN20160608,1,2,1,2,1,2,1,400, 
CN20160608,1,1,2,1,1,1,1,560, 
CN20160608,1,2,2,1,1,2,1,307, 
CN20160608,1,2,2,1,1,2,1,240, 
CN20160608,1,2,2,1,1,2,1,320, 
CN20160608,1,2,1,2,1,2,1,347, 
CN20160608,1,1,2,1,1,1,1,387, 
CN20160608,1,2,2,2,1,2,1,307, 
CN20160608,1,1,2,2,1,1,1,147, 
CN20160608,1,1,1,1,1,1,1,427, 
CN20160608,1,1,1,2,1,1,1,493, 
CN20160608,1,1,1,1,1,1,1,266, 
CN20160608,1,2,2,1,1,2,1,640, 
CN20160608,1,1,1,2,1,1,1,253, 
CN20160608,1,2,2,2,1,2,1,227, 
CN20160608,1,2,2,1,1,2,1,253, 
CN20160608,1,1,2,2,1,1,1,240, 
CN20160608,1,1,1,1,1,1,1,280, 
CN20160608,1,1,2,1,1,1,1,280, 
CN20160608,1,2,1,2,1,2,1,253, 
CN20160608,1,2,2,2,1,2,1,320, 
CN20160608,1,1,1,2,1,1,1,267, 
CN20160608,1,2,1,2,1,1,0,626, 
CN20160608,1,1,1,1,1,1,1,360, 
CN20160608,1,1,2,2,1,1,1,293, 
CN20160608,1,1,2,1,1,1,1,333, 
CN20160608,1,1,2,2,1,1,1,307, 
CN20160608,1,2,2,2,1,2,1,240, 
CN20160608,1,1,2,1,1,1,1,266, 
CN20160608,1,1,1,2,1,1,1,280, 
CN20160608,1,1,2,1,1,1,1,253, 
CN20160608,1,1,1,2,1,1,1,240, 
CN20160608,1,1,2,2,1,1,1,240, 
CN20160608,1,2,2,1,1,2,1,293, 
CN20160608,1,2,2,1,1,2,1,293, 
CN20160608,1,2,1,1,1,2,1,347, 
CN20160608,1,1,1,1,1,1,1,267, 
CN20160608,1,1,2,1,1,1,1,240, 
CN20160608,1,1,1,2,1,1,1,200, 
CN20160608,1,2,2,1,1,2,1,333, 
CN20160608,1,1,2,1,1,1,1,227, 
CN20160608,1,1,1,2,1,1,1,253, 
CN20160608,1,2,1,2,1,2,1,240, 
CN20160608,1,2,1,2,1,2,1,307, 
CN20160608,1,1,2,1,1,1,1,280, 
CN20160608,1,1,2,2,1,1,1,280, 
CN20160608,1,2,1,1,1,2,1,267, 
CN20160608,1,1,2,1,1,1,1,333, 
CN20160608,1,2,2,2,1,2,1,627, 
CN20160608,1,1,1,1,1,1,1,373, 
CN20160608,1,2,2,2,1,2,1,240, 
CN20160608,1,2,1,1,1,2,1,280, 
CN20160608,1,1,1,2,1,1,1,760, 
CN20160608,1,2,2,2,1,2,1,640, 
CN20160608,1,2,1,2,1,2,1,360, 
CN20160608,1,1,1,1,1,1,1,360, 
CN20160608,1,1,2,2,1,1,1,373, 
CN20160608,1,1,2,2,1,1,1,293, 
CN20160608,1,2,1,1,1,2,1,347, 
CN20160608,1,2,2,2,1,2,1,173, 
CN20160608,1,2,2,1,1,2,1,200, 
CN20160608,1,1,1,2,1,1,1,240, 
CN20160608,1,1,1,2,1,1,1,440, 
CN20160608,1,1,1,1,1,1,1,240, 
CN20160608,1,1,1,1,1,1,1,307, 
CN20160608,1,2,1,1,1,2,1,280, 
CN20160608,1,2,1,2,1,2,1,253, 
CN20160608,1,2,1,2,1,2,1,267, 
CN20160608,1,2,2,2,1,2,1,240, 
CN20160608,1,1,2,2,1,1,1,213, 
CN20160608,1,2,1,1,1,2,1,227, 
CN20160608,1,2,1,1,1,2,1,320, 
CN20160608,1,1,2,1,1,1,1,267, 
CN20160608,1,1,2,2,1,1,1,293, 
CN20160608,1,2,1,2,1,2,1,13, 
CN20160608,1,2,2,1,1,2,1,13, 
CN20160608,1,2,1,1,1,2,1,347, 
CN20160608,1,2,1,1,1,2,1,227, 
CN20160608,1,1,1,1,1,1,1,240, 
CN20160608,1,2,1,2,1,2,1,240, 
CN20160608,1,1,2,1,1,1,1,267, 
CTB20160607,3,2,1,1,3,1,1,3439, 
CTB20160607,3,2,2,1,3,2,0,773, 
CTB20160607,3,1,1,2,3,1,0,840, 
CTB20160607,3,2,1,2,3,2,1,520, 
CTB20160607,3,1,1,1,3,1,1,813, 
CTB20160607,3,1,2,2,3,2,1,573, 
CTB20160607,3,1,2,1,3,1,1,400, 
CTB20160607,3,1,1,2,3,2,1,453, 
CTB20160607,3,2,1,2,3,2,1,773, 
CTB20160607,3,1,2,2,3,2,1,547, 
CTB20160607,3,2,1,1,3,1,1,467, 
CTB20160607,3,1,1,2,3,2,1,546, 
CTB20160607,3,2,1,2,3,2,1,653, 
CTB20160607,3,1,1,2,3,2,1,667, 
CTB20160607,3,2,2,2,3,2,1,773, 
CTB20160607,3,2,2,1,3,1,1,507, 
CTB20160607,3,1,1,2,3,2,1,453, 
CTB20160607,3,1,1,1,3,1,1,480, 
CTB20160607,3,1,2,1,3,1,1,507, 
CTB20160607,3,2,1,1,3,1,1,880, 
CTB20160607,3,2,2,1,3,1,1,480, 
CTB20160607,3,2,2,2,3,2,1,413, 
CTB20160607,3,2,2,2,3,2,1,626, 
CTB20160607,3,1,2,1,3,1,1,786, 
CTB20160607,3,1,1,1,3,1,1,467, 
CTB20160607,3,1,1,2,3,2,1,547, 
CTB20160607,3,2,2,2,3,2,1,733, 
CTB20160607,3,2,1,2,3,2,1,533, 
CTB20160607,3,2,2,1,3,1,1,1053, 
CTB20160607,3,2,2,1,3,1,1,320, 
CTB20160607,3,2,2,1,3,1,1,547, 
CTB20160607,3,1,2,2,3,2,1,400, 
CTB20160607,3,2,2,1,3,1,1,480, 
CTB20160607,3,2,2,2,3,2,1,480, 
CTB20160607,3,2,2,2,3,2,1,480, 
CTB20160607,3,1,1,1,3,1,1,440, 
CTB20160607,3,2,1,1,3,1,1,427, 
CTB20160607,3,2,2,1,3,1,1,546, 
CTB20160607,3,1,2,2,3,2,1,347, 
CTB20160607,3,1,2,2,3,1,0,400, 
CTB20160607,3,2,1,2,3,2,1,973, 
CTB20160607,3,1,2,1,3,1,1,466, 
CTB20160607,3,1,2,2,3,2,1,413, 
CTB20160607,3,2,1,2,3,2,1,413, 
CTB20160607,3,1,2,1,3,1,1,400, 
CTB20160607,3,1,1,2,3,2,1,533, 
CTB20160607,3,1,2,1,3,1,1,387, 
CTB20160607,3,2,1,1,3,2,0,733, 
CTB20160607,3,1,1,1,3,1,1,346, 
CTB20160607,3,1,1,1,3,1,1,547, 
CTB20160607,3,2,1,1,3,1,1,640, 
CTB20160607,3,1,2,2,3,2,1,600, 
CTB20160607,3,2,2,1,3,1,1,520, 
CTB20160607,3,2,2,1,3,2,0,600, 
CTB20160607,3,1,1,2,3,2,1,680, 
CTB20160607,3,1,1,2,3,2,1,600, 
CTB20160607,3,2,1,1,3,1,1,560, 
CTB20160607,3,2,2,1,3,1,1,1240, 
CTB20160607,3,1,2,2,3,2,1,413, 
CTB20160607,3,1,1,1,3,1,1,1666, 
CTB20160607,3,2,1,2,3,2,1,426, 
CTB20160607,3,2,1,2,3,2,1,360, 
CTB20160607,3,1,2,1,3,1,1,333, 
CTB20160607,3,2,1,1,3,1,1,480, 
CTB20160607,3,2,2,2,3,2,1,493, 
CTB20160607,3,1,2,1,3,1,1,746, 
CTB20160607,3,1,2,2,3,2,1,333, 
CTB20160607,3,2,2,1,3,2,0,720, 
CTB20160607,3,2,1,2,3,2,1,627, 
CTB20160607,3,2,1,1,3,1,1,333, 
CTB20160607,3,2,1,2,3,2,1,413, 
CTB20160607,3,2,1,2,3,2,1,427, 
CTB20160607,3,1,1,1,3,1,1,533, 
CTB20160607,3,2,1,2,3,2,1,280, 
CTB20160607,3,2,2,2,3,2,1,240, 
CTB20160607,3,1,2,2,3,2,1,267, 
CTB20160607,3,2,1,1,3,1,1,347, 
CTB20160607,3,1,2,1,3,1,1,267, 
CTB20160607,3,2,1,1,3,1,1,307, 
CTB20160607,3,1,2,2,3,2,1,307, 
CTB20160607,3,1,2,1,3,1,1,360, 
CTB20160607,3,2,2,2,3,2,1,373, 
CTB20160607,3,1,1,2,3,2,1,706, 
CTB20160607,3,2,2,2,3,2,1,747, 
CTB20160607,3,1,1,2,3,2,1,307, 
CTB20160607,3,1,1,2,3,2,1,427, 
CTB20160607,3,2,2,2,3,2,1,400, 
CTB20160607,3,1,1,1,3,1,1,520, 
CTB20160607,3,1,2,1,3,1,1,333, 
CTB20160607,3,1,1,1,3,1,1,320, 
CTB20160607,3,2,1,1,3,1,1,333, 
CTB20160607,3,1,2,2,3,2,1,360, 
CTB20160607,3,1,2,1,3,1,1,360, 
CTB20160607,3,1,1,1,3,1,1,706, 
CTB20160607,3,1,1,1,3,1,1,746, 
CTB20160607,3,2,2,2,3,2,1,427, 
CTB20160607,2,2,1,2,2,1,1,893, 
CTB20160607,2,2,2,1,2,2,1,387, 
CTB20160607,2,2,2,2,2,1,0,520, 
CTB20160607,2,1,1,1,2,1,1,453, 
CTB20160607,2,2,1,1,2,1,1,506, 
CTB20160607,2,1,1,2,2,2,0,720, 
CTB20160607,2,2,2,2,2,2,1,400, 
CTB20160607,2,1,1,1,2,1,1,267, 
CTB20160607,2,1,2,2,2,2,1,307, 
CTB20160607,2,2,2,1,2,2,1,333, 
CTB20160607,2,1,1,2,2,1,1,347, 
CTB20160607,2,1,2,1,2,2,1,693, 
CTB20160607,2,2,1,1,2,1,1,466, 
CTB20160607,2,1,1,1,2,1,1,267, 
CTB20160607,2,1,1,1,2,1,1,280, 
CTB20160607,2,1,2,1,2,1,0,707, 
CTB20160607,2,2,1,1,2,2,0,400, 
CTB20160607,2,1,2,2,2,2,1,560, 
CTB20160607,2,2,2,2,2,2,1,773, 
CTB20160607,2,1,1,2,2,2,0,467, 
CTB20160607,2,2,2,1,2,2,1,453, 
CTB20160607,2,1,1,2,2,1,1,373, 
CTB20160607,2,1,2,2,2,2,1,400, 
CTB20160607,2,2,1,1,2,1,1,387, 
CTB20160607,2,2,2,1,2,2,1,280, 
CTB20160607,2,1,1,1,2,1,1,267, 
CTB20160607,2,1,2,1,2,2,1,413, 
CTB20160607,2,2,1,2,2,1,1,320, 
CTB20160607,2,2,2,2,2,2,1,373, 
CTB20160607,2,1,1,1,2,1,1,453, 
CTB20160607,2,1,2,1,2,2,1,347, 
CTB20160607,2,2,1,2,2,1,1,347, 
CTB20160607,2,2,2,1,2,2,1,280, 
CTB20160607,2,1,2,1,2,2,1,267, 
CTB20160607,2,1,2,1,2,2,1,480, 
CTB20160607,2,1,1,2,2,1,1,1226, 
CTB20160607,2,2,1,2,2,1,1,906, 
CTB20160607,2,2,1,2,2,1,1,666, 
CTB20160607,2,1,1,2,2,1,1,280, 
CTB20160607,2,2,1,2,2,1,1,387, 
CTB20160607,2,2,1,1,2,1,1,520, 
CTB20160607,2,1,2,1,2,2,1,240, 
CTB20160607,2,1,2,2,2,2,1,373, 
CTB20160607,2,2,1,1,2,1,1,267, 
CTB20160607,2,1,1,2,2,1,1,253, 
CTB20160607,2,1,1,1,2,1,1,253, 
CTB20160607,2,2,2,2,2,2,1,227, 
CTB20160607,2,2,2,2,2,2,1,333, 
CTB20160607,2,1,2,1,2,2,1,240, 
CTB20160607,2,2,1,1,2,1,1,267, 
CTB20160607,2,2,1,2,2,1,1,267, 
CTB20160607,2,2,2,1,2,2,1,227, 
CTB20160607,2,2,2,1,2,2,1,227, 
CTB20160607,2,2,1,1,2,1,1,213, 
CTB20160607,2,1,1,2,2,1,1,213, 
CTB20160607,2,2,1,1,2,1,1,426, 
CTB20160607,2,1,2,2,2,2,1,267, 
CTB20160607,2,2,2,1,2,2,1,213, 
CTB20160607,2,1,1,1,2,1,1,253, 
CTB20160607,2,1,2,2,2,2,1,227, 
CTB20160607,2,2,2,1,2,2,1,266, 
CTB20160607,2,2,2,1,2,2,1,187, 
CTB20160607,2,2,1,2,2,1,1,187, 
CTB20160607,2,2,2,2,2,2,1,600, 
CTB20160607,2,2,2,1,2,2,1,307, 
CTB20160607,2,1,1,1,2,1,1,320, 
CTB20160607,2,1,2,2,2,2,1,253, 
CTB20160607,2,2,2,1,2,2,1,213, 
CTB20160607,2,2,2,2,2,2,1,293, 
CTB20160607,2,1,1,2,2,1,1,360, 
CTB20160607,2,1,2,1,2,2,1,160, 
CTB20160607,2,2,1,2,2,1,1,333, 
CTB20160607,2,2,1,2,2,1,1,440, 
CTB20160607,2,2,1,2,2,1,1,347, 
CTB20160607,2,1,2,2,2,2,1,253, 
CTB20160607,2,1,1,2,2,1,1,267, 
CTB20160607,2,2,1,1,2,1,1,600, 
CTB20160607,2,1,1,2,2,1,1,413, 
CTB20160607,2,1,2,2,2,2,1,280, 
CTB20160607,2,1,2,1,2,2,1,267, 
