participantID,BlockType, randColour, randOri, randSize, TestCondition, Response, trialResult, RT(ms) ,
BO20160610,5,2,1,2,2,1,1,547, 
BO20160610,5,2,2,1,1,2,1,560, 
BO20160610,5,2,2,2,1,2,1,533, 
BO20160610,5,1,1,2,2,1,1,1626, 
BO20160610,5,2,1,1,1,2,1,626, 
BO20160610,5,1,2,1,1,1,1,493, 
BO20160610,5,2,2,1,2,2,1,613, 
BO20160610,5,2,2,2,2,2,1,747, 
BO20160610,5,1,1,2,1,1,1,533, 
BO20160610,5,2,1,1,1,2,1,493, 
BO20160610,5,2,2,2,1,2,1,453, 
BO20160610,5,1,2,1,1,2,0,587, 
BO20160610,5,2,2,2,1,2,1,627, 
BO20160610,5,1,2,2,1,1,1,560, 
BO20160610,5,2,2,1,1,2,1,693, 
BO20160610,5,1,2,2,2,1,0,893, 
BO20160610,5,2,2,2,2,2,1,786, 
BO20160610,5,2,2,2,2,2,1,666, 
BO20160610,5,1,1,1,1,1,1,840, 
BO20160610,5,1,2,2,2,2,1,1546, 
BO20160610,5,1,2,1,2,1,0,813, 
BO20160610,5,2,1,1,2,2,0,1173, 
BO20160610,5,2,1,2,2,1,1,600, 
BO20160610,5,2,2,1,1,2,1,1173, 
BO20160610,5,2,1,2,2,2,0,1600, 
BO20160610,5,1,2,2,1,1,1,533, 
BO20160610,5,1,1,2,1,1,1,506, 
BO20160610,5,2,1,2,1,2,1,440, 
BO20160610,5,1,2,2,1,1,1,520, 
BO20160610,5,2,1,1,2,2,0,773, 
BO20160610,5,1,2,2,1,1,1,826, 
BO20160610,5,2,1,1,1,2,1,427, 
BO20160610,5,1,2,1,2,2,1,533, 
BO20160610,5,1,2,2,1,1,1,760, 
BO20160610,5,2,1,2,1,2,1,493, 
BO20160610,5,1,2,1,2,2,1,626, 
BO20160610,5,2,1,1,1,2,1,533, 
BO20160610,5,1,2,2,1,1,1,587, 
BO20160610,5,1,2,2,1,1,1,800, 
BO20160610,5,2,2,2,2,2,1,467, 
BO20160610,5,1,2,1,2,2,1,440, 
BO20160610,5,2,1,1,1,2,1,546, 
BO20160610,5,1,2,1,1,1,1,440, 
BO20160610,5,1,2,2,1,2,0,600, 
BO20160610,5,1,2,1,2,2,1,800, 
BO20160610,5,2,2,1,2,1,0,573, 
BO20160610,5,2,1,2,1,2,1,547, 
BO20160610,5,2,2,1,1,2,1,426, 
BO20160610,5,1,1,2,2,2,0,733, 
BO20160610,5,2,2,2,2,2,1,493, 
BO20160610,5,1,2,1,2,2,1,733, 
BO20160610,5,1,2,1,2,2,1,1093, 
BO20160610,5,2,2,1,1,2,1,440, 
BO20160610,5,2,1,1,2,1,1,746, 
BO20160610,5,1,1,2,1,1,1,920, 
BO20160610,5,2,2,2,1,2,1,1080, 
BO20160610,5,1,2,1,1,1,1,547, 
BO20160610,5,1,2,2,1,2,0,573, 
BO20160610,5,2,2,2,2,2,1,520, 
BO20160610,5,2,1,2,1,2,1,533, 
BO20160610,5,2,1,2,2,1,1,293, 
BO20160610,5,2,2,1,2,2,1,373, 
BO20160610,5,2,2,1,1,2,1,427, 
BO20160610,5,1,2,1,1,1,1,693, 
BO20160610,5,2,2,1,2,2,1,346, 
BO20160610,5,2,2,1,1,2,1,547, 
BO20160610,5,1,2,2,2,2,1,333, 
BO20160610,5,1,2,1,2,1,0,360, 
BO20160610,5,2,1,2,1,2,1,480, 
BO20160610,5,1,1,2,1,1,1,346, 
BO20160610,5,2,1,2,2,2,0,573, 
BO20160610,5,2,2,1,1,2,1,427, 
BO20160610,5,2,1,1,2,1,1,360, 
BO20160610,5,1,1,1,2,1,1,413, 
BO20160610,5,1,2,1,2,2,1,440, 
BO20160610,5,2,1,1,2,1,1,373, 
BO20160610,5,1,2,2,2,2,1,400, 
BO20160610,5,2,1,1,1,2,1,520, 
BO20160610,5,1,1,2,2,1,1,973, 
BO20160610,5,1,1,1,1,1,1,507, 
BO20160610,5,2,2,1,1,2,1,453, 
BO20160610,5,1,2,1,1,1,1,387, 
BO20160610,5,1,1,1,2,1,1,453, 
BO20160610,5,1,1,2,2,1,1,373, 
BO20160610,5,2,2,2,1,2,1,520, 
BO20160610,5,1,2,2,2,2,1,400, 
BO20160610,5,1,1,2,1,1,1,973, 
BO20160610,5,2,2,2,1,2,1,400, 
BO20160610,5,1,1,1,1,1,1,400, 
BO20160610,5,1,2,2,1,1,1,560, 
BO20160610,5,1,1,2,2,1,1,893, 
BO20160610,5,2,1,2,2,1,1,440, 
BO20160610,5,2,2,1,1,2,1,560, 
BO20160610,5,2,1,2,1,2,1,467, 
BO20160610,5,2,1,1,1,2,1,520, 
BO20160610,5,1,1,1,2,2,0,1133, 
BO20160610,5,2,1,2,1,2,1,613, 
BO20160610,5,2,2,2,1,2,1,493, 
BO20160610,5,2,1,1,1,2,1,453, 
BO20160610,5,2,2,1,2,2,1,1213, 
BO20160610,5,2,1,1,2,1,1,440, 
BO20160610,5,2,2,2,1,2,1,626, 
BO20160610,5,1,2,2,1,1,1,467, 
BO20160610,5,2,1,2,1,2,1,307, 
BO20160610,5,2,1,1,2,2,0,866, 
BO20160610,5,2,2,2,2,2,1,640, 
BO20160610,5,2,1,1,2,1,1,613, 
BO20160610,5,1,1,1,1,2,0,187, 
BO20160610,5,1,1,2,1,1,1,640, 
BO20160610,5,1,2,2,2,2,1,453, 
BO20160610,5,1,1,2,1,1,1,493, 
BO20160610,5,1,2,1,1,1,1,546, 
BO20160610,5,1,1,2,2,2,0,586, 
BO20160610,5,1,1,1,2,1,1,413, 
BO20160610,5,1,1,2,2,2,0,933, 
BO20160610,5,2,1,2,2,1,1,1080, 
BO20160610,5,2,2,2,1,2,1,293, 
BO20160610,5,2,2,1,1,2,1,413, 
BO20160610,5,2,2,1,2,1,0,1066, 
BO20160610,5,2,2,2,2,2,1,453, 
BO20160610,5,2,1,2,1,2,1,560, 
BO20160610,5,1,1,2,1,1,1,320, 
BO20160610,5,1,1,1,1,1,1,520, 
BO20160610,5,2,2,1,1,2,1,400, 
BO20160610,5,1,2,1,1,1,1,293, 
BO20160610,5,2,1,2,2,2,0,720, 
BO20160610,5,2,2,2,2,2,1,960, 
BO20160610,5,2,2,1,2,2,1,680, 
BO20160610,5,2,1,1,2,1,1,373, 
BO20160610,5,1,2,2,2,2,1,293, 
BO20160610,5,1,1,1,1,1,1,533, 
BO20160610,5,2,2,2,2,2,1,413, 
BO20160610,5,2,2,2,2,2,1,613, 
BO20160610,5,1,1,1,2,1,1,333, 
BO20160610,5,2,2,1,2,2,1,320, 
BO20160610,5,1,1,2,2,2,0,667, 
BO20160610,5,2,2,1,2,2,1,1280, 
BO20160610,5,1,2,1,1,2,0,547, 
BO20160610,5,2,1,2,2,1,1,453, 
BO20160610,5,1,2,2,2,2,1,360, 
BO20160610,5,2,1,2,2,1,1,426, 
BO20160610,5,2,1,1,2,1,1,586, 
BO20160610,5,1,1,1,2,1,1,507, 
BO20160610,5,1,1,1,1,2,0,1386, 
BO20160610,5,2,2,1,2,2,1,853, 
BO20160610,5,1,1,1,2,1,1,320, 
BO20160610,5,2,1,2,2,2,0,427, 
BO20160610,5,1,1,2,2,2,0,507, 
BO20160610,5,2,2,2,2,1,0,493, 
BO20160610,5,1,1,2,1,1,1,613, 
BO20160610,5,1,2,1,2,2,1,653, 
BO20160610,5,2,1,2,1,2,1,1493, 
BO20160610,5,1,1,2,2,2,0,973, 
BO20160610,5,1,2,1,2,2,1,347, 
BO20160610,5,1,2,2,2,1,0,493, 
BO20160610,5,1,1,1,2,1,1,573, 
BO20160610,5,2,1,2,1,1,0,13, 
BO20160610,5,1,2,1,1,1,1,626, 
BO20160610,5,1,2,2,2,2,1,427, 
BO20160610,5,1,2,1,1,1,1,613, 
BO20160610,5,2,1,2,2,2,0,427, 
BO20160610,5,2,1,1,1,2,1,600, 
BO20160610,5,1,1,1,1,1,1,533, 
BO20160610,5,1,1,1,1,1,1,1306, 
BO20160610,5,1,1,2,2,1,1,320, 
BO20160610,5,2,1,1,1,1,0,200, 
BO20160610,5,1,1,2,1,2,0,573, 
BO20160610,5,1,1,1,1,1,1,800, 
BO20160610,5,2,1,1,1,2,1,360, 
BO20160610,5,2,2,2,1,2,1,493, 
BO20160610,5,1,1,2,1,1,1,373, 
BO20160610,5,1,2,2,1,1,1,453, 
BO20160610,5,2,1,2,1,2,1,573, 
BO20160610,5,2,2,1,2,1,0,800, 
BO20160610,5,2,2,2,1,2,1,293, 
BO20160610,5,1,1,1,2,2,0,693, 
BO20160610,5,1,2,2,2,2,1,440, 
BO20160610,5,2,2,1,2,2,1,347, 
BO20160610,5,1,2,1,2,2,1,440, 
BO20160610,5,1,1,1,2,1,1,360, 
BO20160610,5,1,1,2,2,1,1,427, 
BO20160610,5,1,2,2,2,2,1,333, 
BO20160610,5,2,1,1,1,2,1,587, 
BO20160610,5,1,1,1,1,2,0,653, 
BO20160610,5,2,1,1,2,1,1,400, 
BO20160610,5,2,2,2,1,2,1,493, 
BO20160610,5,1,1,1,2,1,1,253, 
BO20160610,5,1,2,1,1,1,1,480, 
BO20160610,5,2,1,1,2,1,1,373, 
BO20160610,5,1,1,1,1,2,0,587, 
BO20160610,5,1,1,1,2,1,1,427, 
BO20160610,5,1,1,2,1,1,1,560, 
BO20160610,7,1,2,2,3,2,1,427, 
BO20160610,7,1,2,1,3,1,1,360, 
BO20160610,7,1,1,1,2,1,1,347, 
BO20160610,7,2,2,2,2,2,1,1000, 
BO20160610,7,2,1,2,2,1,1,347, 
BO20160610,7,2,1,1,2,1,1,680, 
BO20160610,7,2,1,1,3,1,1,440, 
BO20160610,7,1,1,1,2,1,1,853, 
BO20160610,7,1,2,1,3,1,1,680, 
BO20160610,7,1,2,1,3,1,1,400, 
BO20160610,7,1,1,2,2,2,0,400, 
BO20160610,7,2,1,1,2,1,1,453, 
BO20160610,7,2,1,2,2,1,1,373, 
BO20160610,7,2,2,1,2,2,1,986, 
BO20160610,7,1,2,1,2,2,1,480, 
BO20160610,7,1,1,1,2,2,0,600, 
BO20160610,7,1,1,2,2,1,1,347, 
BO20160610,7,2,1,1,3,1,1,773, 
BO20160610,7,1,2,1,2,1,0,373, 
BO20160610,7,2,1,1,3,1,1,973, 
BO20160610,7,2,2,1,2,2,1,706, 
BO20160610,7,2,1,1,3,1,1,933, 
BO20160610,7,1,2,1,3,1,1,613, 
BO20160610,7,1,2,1,2,2,1,1266, 
BO20160610,7,1,1,2,3,2,1,813, 
BO20160610,7,2,2,2,3,2,1,347, 
BO20160610,7,2,2,1,3,2,0,506, 
BO20160610,7,1,2,1,2,1,0,1080, 
BO20160610,7,1,2,2,2,1,0,506, 
BO20160610,7,1,2,1,2,2,1,413, 
BO20160610,7,2,2,1,2,2,1,507, 
BO20160610,7,1,2,1,2,2,1,693, 
BO20160610,7,2,1,2,2,1,1,1480, 
BO20160610,7,2,1,2,3,2,1,933, 
BO20160610,7,1,1,2,3,2,1,480, 
BO20160610,7,2,2,2,2,2,1,760, 
BO20160610,7,2,1,1,2,1,1,333, 
BO20160610,7,1,1,2,3,2,1,826, 
BO20160610,7,2,1,1,3,1,1,746, 
BO20160610,7,1,1,1,3,1,1,506, 
BO20160610,7,2,2,2,2,2,1,293, 
BO20160610,7,1,1,1,3,1,1,640, 
BO20160610,7,1,1,1,3,1,1,520, 
BO20160610,7,2,1,2,3,2,1,533, 
BO20160610,7,1,1,1,3,2,0,626, 
BO20160610,7,2,1,2,3,2,1,2013, 
BO20160610,7,1,1,1,2,2,0,80, 
BO20160610,7,2,1,2,2,1,1,400, 
BO20160610,7,2,2,2,3,2,1,333, 
BO20160610,7,2,2,2,2,2,1,13, 
BO20160610,7,2,2,1,2,2,1,107, 
BO20160610,7,1,2,1,3,2,0,1919, 
BO20160610,7,2,1,1,3,2,0,520, 
BO20160610,7,2,2,2,3,2,1,613, 
BO20160610,7,1,1,2,2,1,1,360, 
BO20160610,7,1,2,2,3,2,1,400, 
BO20160610,7,2,1,2,3,1,0,186, 
BO20160610,7,2,1,1,3,1,1,653, 
BO20160610,7,1,1,1,2,1,1,93, 
BO20160610,7,2,1,1,3,1,1,1346, 
BO20160610,7,1,2,2,2,1,0,680, 
BO20160610,7,1,2,2,2,1,0,653, 
BO20160610,7,2,1,2,3,2,1,813, 
BO20160610,7,1,2,1,3,2,0,453, 
BO20160610,7,2,1,1,2,1,1,320, 
BO20160610,7,1,2,2,3,2,1,267, 
BO20160610,7,2,2,1,3,2,0,280, 
BO20160610,7,2,2,1,2,2,1,667, 
BO20160610,7,1,2,2,2,2,1,613, 
BO20160610,7,1,2,1,2,2,1,720, 
BO20160610,7,2,2,2,2,2,1,506, 
BO20160610,7,2,2,2,3,2,1,520, 
BO20160610,7,1,2,1,2,2,1,1026, 
BO20160610,7,2,1,2,2,1,1,373, 
BO20160610,7,2,2,2,3,2,1,307, 
BO20160610,7,1,1,2,2,2,0,626, 
BO20160610,7,2,1,2,3,1,0,320, 
BO20160610,7,1,1,1,2,2,0,946, 
BO20160610,7,2,1,2,2,1,1,360, 
BO20160610,7,2,1,2,3,2,1,586, 
BO20160610,7,2,2,1,2,2,1,360, 
BO20160610,7,1,2,1,3,2,0,400, 
BO20160610,7,2,1,2,2,1,1,240, 
BO20160610,7,2,1,2,2,1,1,493, 
BO20160610,7,1,1,1,3,1,1,400, 
BO20160610,7,1,1,1,3,1,1,387, 
BO20160610,7,1,1,2,3,2,1,280, 
BO20160610,7,2,2,2,2,2,1,307, 
BO20160610,7,1,2,2,2,2,1,293, 
BO20160610,7,2,2,1,2,2,1,427, 
BO20160610,7,2,1,2,3,1,0,267, 
BO20160610,7,2,1,1,2,2,0,613, 
BO20160610,7,2,2,1,3,1,1,640, 
BO20160610,7,2,2,2,3,1,0,920, 
BO20160610,7,2,2,2,2,2,1,693, 
BO20160610,7,1,2,2,2,2,1,373, 
BO20160610,7,2,2,2,3,2,1,213, 
BO20160610,7,2,1,1,2,2,0,586, 
BO20160610,7,1,2,1,2,2,1,520, 
BO20160610,7,1,1,2,3,2,1,773, 
BO20160610,7,2,1,2,3,2,1,387, 
BO20160610,7,1,1,1,3,1,1,453, 
BO20160610,7,1,2,2,3,2,1,1253, 
BO20160610,7,1,2,1,3,1,1,320, 
BO20160610,7,1,1,2,2,2,0,440, 
BO20160610,7,1,2,1,3,2,0,147, 
BO20160610,7,1,2,1,2,1,0,267, 
BO20160610,7,1,1,2,3,2,1,360, 
BO20160610,7,1,1,1,2,2,0,2319, 
BO20160610,7,1,2,2,3,2,1,467, 
BO20160610,7,1,2,2,3,2,1,1640, 
BO20160610,7,2,1,2,3,2,1,760, 
BO20160610,7,1,2,2,3,2,1,453, 
BO20160610,7,1,2,2,2,2,1,440, 
BO20160610,7,1,2,2,2,2,1,13, 
BO20160610,7,2,2,1,2,2,1,693, 
BO20160610,7,1,1,2,3,2,1,706, 
BO20160610,7,1,1,1,3,1,1,333, 
BO20160610,7,2,2,1,3,1,1,320, 
BO20160610,7,2,1,1,2,1,1,346, 
BO20160610,7,2,2,1,3,1,1,827, 
BO20160610,7,2,2,1,3,1,1,666, 
BO20160610,7,2,1,1,2,1,1,613, 
BO20160610,7,1,1,1,2,1,1,467, 
BO20160610,7,2,1,1,2,1,1,40, 
BO20160610,7,1,2,1,3,1,1,507, 
BO20160610,7,1,1,1,2,2,0,893, 
BO20160610,7,1,1,1,3,1,1,347, 
BO20160610,7,2,1,2,2,2,0,347, 
BO20160610,7,1,2,2,3,2,1,546, 
BO20160610,7,2,1,1,2,1,1,973, 
BO20160610,7,1,1,2,3,1,0,906, 
BO20160610,7,1,2,2,3,1,0,693, 
BO20160610,7,1,2,2,2,2,1,600, 
BO20160610,7,2,1,1,3,1,1,667, 
BO20160610,7,1,2,2,2,2,1,693, 
BO20160610,7,2,1,2,3,2,1,746, 
BO20160610,7,2,2,1,3,2,0,3292, 
BO20160610,7,1,1,2,2,1,1,773, 
BO20160610,7,1,2,2,2,2,1,373, 
BO20160610,7,2,1,2,2,1,1,293, 
BO20160610,7,1,1,1,2,1,1,746, 
BO20160610,7,2,2,1,3,2,0,333, 
BO20160610,7,2,1,2,3,2,1,827, 
BO20160610,7,2,2,2,2,1,0,666, 
BO20160610,7,2,2,2,2,2,1,13, 
BO20160610,7,2,1,1,3,1,1,187, 
BO20160610,7,1,1,2,2,2,0,293, 
BO20160610,7,2,2,2,3,1,0,2613, 
BO20160610,7,2,2,1,3,1,1,373, 
BO20160610,7,2,2,2,2,1,0,253, 
BO20160610,7,1,2,2,2,2,1,506, 
BO20160610,7,1,1,1,2,1,1,2186, 
BO20160610,7,1,2,1,2,2,1,13, 
BO20160610,7,1,1,2,2,1,1,387, 
BO20160610,7,2,2,2,3,2,1,187, 
BO20160610,7,2,2,1,2,2,1,360, 
BO20160610,7,2,2,2,3,2,1,306, 
BO20160610,7,1,1,2,3,2,1,573, 
BO20160610,7,1,1,2,2,1,1,440, 
BO20160610,7,2,2,2,3,2,1,533, 
BO20160610,7,2,1,2,2,1,1,347, 
BO20160610,7,1,1,2,2,2,0,973, 
BO20160610,7,1,1,1,3,1,1,13, 
BO20160610,7,1,1,2,2,1,1,293, 
BO20160610,7,2,2,1,3,2,0,387, 
BO20160610,7,2,1,1,2,1,1,413, 
BO20160610,7,2,1,1,2,1,1,373, 
BO20160610,7,2,2,1,2,2,1,440, 
BO20160610,7,1,1,1,3,1,1,80, 
BO20160610,7,2,1,1,3,2,0,120, 
BO20160610,7,1,2,2,3,1,0,360, 
BO20160610,7,2,1,2,2,1,1,347, 
BO20160610,7,2,2,1,2,2,1,267, 
BO20160610,7,2,2,1,2,2,1,333, 
BO20160610,7,1,2,2,3,2,1,320, 
BO20160610,7,1,1,2,2,1,1,693, 
BO20160610,7,1,1,1,3,2,0,13, 
BO20160610,7,2,2,2,3,2,1,760, 
BO20160610,7,2,2,2,2,2,1,13, 
BO20160610,7,2,2,2,2,2,1,13, 
BO20160610,7,2,1,1,3,1,1,1333, 
BO20160610,7,1,2,1,2,1,0,293, 
BO20160610,7,1,1,2,3,2,1,587, 
BO20160610,7,2,2,1,3,1,1,600, 
BO20160610,7,1,2,2,3,2,1,307, 
BO20160610,7,2,2,1,3,2,0,307, 
BO20160610,7,1,1,2,3,2,1,560, 
BO20160610,7,1,1,1,2,2,0,666, 
BO20160610,7,1,1,2,3,2,1,506, 
BO20160610,7,1,2,1,3,1,1,320, 
BO20160610,7,1,2,1,3,1,1,253, 
BO20160610,6,2,1,2,3,2,1,587, 
BO20160610,6,2,2,1,3,2,0,733, 
BO20160610,6,2,2,1,1,2,1,840, 
BO20160610,6,1,2,2,1,1,1,360, 
BO20160610,6,2,2,1,3,2,0,240, 
BO20160610,6,1,1,1,1,1,1,693, 
BO20160610,6,1,1,2,3,2,1,933, 
BO20160610,6,2,1,1,1,2,1,547, 
BO20160610,6,1,1,2,1,1,1,507, 
BO20160610,6,2,2,1,1,2,1,466, 
BO20160610,6,1,1,1,1,1,1,586, 
BO20160610,6,1,1,1,1,1,1,453, 
BO20160610,6,1,2,1,1,1,1,360, 
BO20160610,6,1,1,2,1,1,1,453, 
BO20160610,6,1,1,2,1,1,1,520, 
BO20160610,6,1,2,2,1,1,1,360, 
BO20160610,6,2,2,1,3,1,1,720, 
BO20160610,6,2,2,2,3,2,1,413, 
BO20160610,6,2,2,1,1,2,1,600, 
BO20160610,6,2,1,1,3,1,1,640, 
BO20160610,6,2,1,1,1,2,1,333, 
BO20160610,6,2,2,2,3,2,1,333, 
BO20160610,6,2,1,2,1,2,1,320, 
BO20160610,6,2,1,2,1,2,1,360, 
BO20160610,6,1,1,2,1,1,1,293, 
BO20160610,6,1,1,1,3,1,1,747, 
BO20160610,6,1,2,2,3,2,1,480, 
BO20160610,6,1,1,2,3,2,1,293, 
BO20160610,6,2,1,2,3,2,1,213, 
BO20160610,6,2,2,2,1,2,1,253, 
BO20160610,6,2,2,1,1,2,1,453, 
BO20160610,6,1,1,1,1,1,1,400, 
BO20160610,6,2,2,2,3,1,0,866, 
BO20160610,6,1,2,1,1,1,1,560, 
BO20160610,6,1,2,2,3,2,1,400, 
BO20160610,6,2,1,1,1,2,1,640, 
BO20160610,6,1,2,2,3,2,1,1426, 
BO20160610,6,1,1,1,3,1,1,573, 
BO20160610,6,2,2,1,1,2,1,573, 
BO20160610,6,2,2,1,1,2,1,400, 
BO20160610,6,2,1,1,1,2,1,346, 
BO20160610,6,2,1,1,1,2,1,293, 
BO20160610,6,1,2,2,1,1,1,387, 
BO20160610,6,1,2,1,1,1,1,493, 
BO20160610,6,1,1,2,3,1,0,746, 
BO20160610,6,1,1,1,1,1,1,427, 
BO20160610,6,2,2,2,1,2,1,240, 
BO20160610,6,1,2,1,3,1,1,600, 
BO20160610,6,1,1,2,1,1,1,240, 
BO20160610,6,2,1,1,3,2,0,200, 
BO20160610,6,2,2,2,1,2,1,640, 
BO20160610,6,1,2,1,3,1,1,667, 
BO20160610,6,1,2,2,3,2,1,400, 
BO20160610,6,1,1,2,1,1,1,600, 
BO20160610,6,2,2,2,3,2,1,453, 
BO20160610,6,1,1,1,3,1,1,600, 
BO20160610,6,1,2,2,1,1,1,666, 
BO20160610,6,1,2,1,1,1,1,373, 
BO20160610,6,1,1,2,3,2,1,400, 
BO20160610,6,1,2,1,3,1,1,360, 
BO20160610,6,1,1,1,1,1,1,613, 
BO20160610,6,2,1,2,1,2,1,320, 
BO20160610,6,2,1,2,3,2,1,440, 
BO20160610,6,1,1,2,3,2,1,666, 
BO20160610,6,2,2,2,1,1,0,520, 
BO20160610,6,2,2,2,3,2,1,547, 
BO20160610,6,1,1,1,3,1,1,640, 
BO20160610,6,2,2,1,1,2,1,360, 
BO20160610,6,2,2,2,1,2,1,307, 
BO20160610,6,2,2,2,1,2,1,520, 
BO20160610,6,1,1,1,1,1,1,586, 
BO20160610,6,2,1,2,1,2,1,307, 
BO20160610,6,2,1,1,1,2,1,27, 
BO20160610,6,1,1,2,1,1,1,400, 
BO20160610,6,1,1,2,1,1,1,400, 
BO20160610,6,1,1,1,3,1,1,693, 
BO20160610,6,1,1,2,3,2,1,307, 
BO20160610,6,2,2,1,3,1,1,240, 
BO20160610,6,1,2,2,3,2,1,213, 
BO20160610,6,2,1,2,3,2,1,160, 
BO20160610,6,1,2,2,1,2,0,267, 
BO20160610,6,2,1,1,3,2,0,613, 
BO20160610,6,2,1,2,3,2,1,813, 
BO20160610,6,1,1,1,3,2,0,400, 
BO20160610,6,2,1,2,3,2,1,293, 
BO20160610,6,2,2,2,1,2,1,240, 
BO20160610,6,2,1,2,1,2,1,373, 
BO20160610,6,1,1,2,3,1,0,773, 
BO20160610,6,1,1,1,3,1,1,600, 
BO20160610,6,1,2,2,1,1,1,507, 
BO20160610,6,2,2,2,1,2,1,347, 
BO20160610,6,2,1,2,3,2,1,733, 
BO20160610,6,2,1,2,1,2,1,347, 
BO20160610,6,1,2,2,3,1,0,373, 
BO20160610,6,1,1,2,1,2,0,80, 
BO20160610,6,2,2,2,3,2,1,960, 
BO20160610,6,1,2,1,1,1,1,586, 
BO20160610,6,2,2,2,1,2,1,387, 
BO20160610,6,1,1,2,1,1,1,680, 
BO20160610,6,1,1,1,1,1,1,240, 
BO20160610,6,1,2,1,3,1,1,560, 
BO20160610,6,2,1,1,3,1,1,1226, 
BO20160610,6,2,2,2,1,2,1,467, 
BO20160610,6,2,1,1,1,2,1,307, 
BO20160610,6,2,1,1,3,1,1,893, 
BO20160610,6,1,2,1,3,1,1,533, 
BO20160610,6,1,1,1,1,1,1,213, 
BO20160610,6,1,2,2,1,1,1,400, 
BO20160610,6,1,1,1,3,1,1,573, 
BO20160610,6,2,1,1,3,1,1,613, 
BO20160610,6,1,2,1,1,1,1,493, 
BO20160610,6,2,2,2,3,2,1,480, 
BO20160610,6,1,2,1,3,1,1,520, 
BO20160610,6,2,2,2,1,2,1,440, 
BO20160610,6,1,2,2,3,1,0,493, 
BO20160610,6,2,2,1,1,2,1,467, 
BO20160610,6,2,2,1,3,1,1,640, 
BO20160610,6,2,2,1,1,2,1,626, 
BO20160610,6,2,2,2,3,1,0,600, 
BO20160610,6,2,1,2,1,2,1,373, 
BO20160610,6,2,2,1,3,1,1,173, 
BO20160610,6,1,2,1,1,1,1,1573, 
BO20160610,6,1,2,1,1,1,1,413, 
BO20160610,6,2,1,2,1,2,1,267, 
BO20160610,6,1,1,1,3,1,1,120, 
BO20160610,6,1,2,1,1,1,1,227, 
BO20160610,6,2,1,2,1,2,1,360, 
BO20160610,6,2,2,1,1,2,1,253, 
BO20160610,6,1,1,2,3,2,1,440, 
BO20160610,6,2,1,2,1,1,0,133, 
BO20160610,6,1,2,2,3,2,1,1440, 
BO20160610,6,2,1,2,3,2,1,253, 
BO20160610,6,2,1,1,3,1,1,253, 
BO20160610,6,2,2,1,3,1,1,200, 
BO20160610,6,1,2,1,3,1,1,387, 
BO20160610,6,2,2,2,3,2,1,253, 
BO20160610,6,1,1,2,3,2,1,267, 
BO20160610,6,1,2,1,3,2,0,227, 
BO20160610,6,2,1,1,3,1,1,507, 
BO20160610,6,1,2,2,3,2,1,320, 
BO20160610,6,1,1,2,3,2,1,600, 
BO20160610,6,2,1,1,1,1,0,160, 
BO20160610,6,2,2,1,1,2,1,960, 
BO20160610,6,2,2,2,3,1,0,786, 
BO20160610,6,2,2,2,3,2,1,520, 
BO20160610,6,1,2,1,1,1,1,187, 
BO20160610,6,2,1,2,3,2,1,93, 
BO20160610,6,2,2,2,3,2,1,307, 
BO20160610,6,1,1,1,3,1,1,187, 
BO20160610,6,2,1,2,3,1,0,507, 
BO20160610,6,1,1,2,1,1,1,453, 
BO20160610,6,2,2,1,3,2,0,453, 
BO20160610,6,2,2,1,1,2,1,906, 
BO20160610,6,1,2,2,3,2,1,13, 
BO20160610,6,2,1,1,3,1,1,107, 
BO20160610,6,2,2,2,1,2,1,560, 
BO20160610,6,1,2,1,3,1,1,640, 
BO20160610,6,2,2,1,3,2,0,1240, 
BO20160610,6,2,1,2,1,2,1,507, 
BO20160610,6,2,1,2,1,2,1,160, 
BO20160610,6,1,2,1,1,2,0,760, 
BO20160610,6,1,2,1,3,1,1,507, 
BO20160610,6,1,2,2,3,2,1,227, 
BO20160610,6,2,1,1,3,2,0,147, 
BO20160610,6,2,2,1,3,2,0,2879, 
BO20160610,6,2,1,1,3,1,1,413, 
BO20160610,6,1,1,1,1,1,1,573, 
BO20160610,6,1,2,2,3,1,0,560, 
BO20160610,6,1,2,2,1,1,1,453, 
BO20160610,6,1,1,1,3,1,1,626, 
BO20160610,6,1,1,1,3,1,1,413, 
BO20160610,6,1,2,1,1,1,1,440, 
BO20160610,6,1,1,1,1,1,1,666, 
BO20160610,6,2,1,1,1,2,1,360, 
BO20160610,6,1,2,2,1,1,1,520, 
BO20160610,6,2,1,1,1,2,1,387, 
BO20160610,6,2,1,1,1,2,1,440, 
BO20160610,6,1,2,2,1,1,1,493, 
BO20160610,6,2,1,1,3,1,1,880, 
BO20160610,6,1,1,1,1,1,1,680, 
BO20160610,6,1,2,1,3,1,1,573, 
BO20160610,6,1,1,2,1,1,1,586, 
BO20160610,6,2,1,2,3,2,1,426, 
BO20160610,6,1,2,1,3,1,1,533, 
BO20160610,6,1,2,2,1,1,1,467, 
BO20160610,6,2,2,1,3,2,0,520, 
BO20160610,6,2,1,2,3,2,1,400, 
BO20160610,6,2,2,1,3,1,1,253, 
BO20160610,6,2,1,1,1,2,1,467, 
BO20160610,6,1,2,2,1,1,1,546, 
BO20160610,6,1,1,2,3,2,1,347, 
BO20160610,6,1,1,2,3,2,1,347, 
BO20160610,2,2,2,2,2,2,1,453, 
BO20160610,2,2,1,2,2,1,1,107, 
BO20160610,2,2,1,1,2,1,1,347, 
BO20160610,2,2,1,2,2,2,0,280, 
